index,case_id,title,question,baseline_run,k2_run,baseline_score,baseline_retrieval_score,baseline_answer_score,baseline_safety_score,k2_score,k2_retrieval_score,k2_answer_score,k2_safety_score,score_delta,retrieval_score_delta,answer_score_delta,safety_score_delta,baseline_answered,k2_answered,baseline_passed,k2_passed,baseline_result_count,k2_result_count,mcp_result_count,mcp_tool_call_count,mcp_tool_counts,baseline_artifact_matches,k2_artifact_matches,delta_artifact_matches,baseline_source_kind_coverage,k2_source_kind_coverage,delta_source_kind_coverage,baseline_module_hits,k2_module_hits,delta_module_hits,baseline_api_surface_hits,k2_api_surface_hits,delta_api_surface_hits,baseline_must_mention_coverage,k2_must_mention_coverage,delta_must_mention_coverage,baseline_source_uri_coverage,k2_source_uri_coverage,delta_source_uri_coverage,baseline_citation_coverage,k2_citation_coverage,delta_citation_coverage,baseline_hallucination_markers,k2_hallucination_markers,delta_hallucination_markers,baseline_missing_artifacts,k2_missing_artifacts,baseline_missing_source_kinds,k2_missing_source_kinds,baseline_missing_modules,k2_missing_modules,baseline_missing_api_surfaces,k2_missing_api_surfaces,baseline_missing_must_mentions,k2_missing_must_mentions,baseline_missing_source_uris,k2_missing_source_uris,baseline_missing_citations,k2_missing_citations,baseline_hallucination_markers,k2_hallucination_markers
81,kafka-rest-connector-state-info,Kafka Connect pattern for ConnectorStateInfo,"For Kafka Connect REST 4.2.0, inspect `ConnectorStateInfo`: inspect connector state response representation. Which version-pinned docs and implementation class should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.25,0,0.5,1,0.916667,1,0.833333,1,0.666667,1,0.333333,0,True,True,False,True,0,13,13,1,"{""k2_answer_with_sources"": 1}",0,1,1,0,1,1,0,1,1,0,1,1,1,0.666667,-0.333333,0,1,1,0,1,1,,,0,kafka docs for Kafka Connect pattern for ConnectorStateInfo; ConnectorStateInfo source,,docs; code,,docs; connect,,rest,,,Kafka Connect,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/rest/entities/ConnectorStateInfo.java,,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/rest/entities/ConnectorStateInfo.java,,,
82,kafka-rest-connector-info,Kafka Connect pattern for ConnectorInfo,"For Kafka Connect REST 4.2.0, inspect `ConnectorInfo`: inspect connector info response representation. Which version-pinned docs and implementation class should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.25,0,0.5,1,0.916667,1,0.833333,1,0.666667,1,0.333333,0,True,True,False,True,0,13,13,1,"{""k2_answer_with_sources"": 1}",0,1,1,0,1,1,0,1,1,0,1,1,1,0.666667,-0.333333,0,1,1,0,1,1,,,0,kafka docs for Kafka Connect pattern for ConnectorInfo; ConnectorInfo source,,docs; code,,docs; connect,,rest,,,Kafka Connect,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/rest/entities/ConnectorInfo.java,,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/rest/entities/ConnectorInfo.java,,,
83,kafka-rest-create-connector-request,Kafka Connect pattern for CreateConnectorRequest,"For Kafka Connect REST 4.2.0, inspect `CreateConnectorRequest`: inspect connector creation request validation. Which version-pinned docs, implementation class, and neighboring tests should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.166667,0,0.333334,1,0.916667,1,0.833333,1,0.75,1,0.499999,0,True,True,False,True,0,12,12,1,"{""k2_answer_with_sources"": 1}",0,1,1,0,1,1,0,1,1,0,1,1,0.666667,0.666667,0,0,1,1,0,1,1,,,0,kafka docs for Kafka Connect pattern for CreateConnectorRequest; CreateConnectorRequest source; CreateConnectorRequest neighboring test,,docs; code; test,,docs; connect,,rest,,Kafka Connect,Kafka Connect,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/rest/entities/CreateConnectorRequest.java,,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/rest/entities/CreateConnectorRequest.java,,,
84,kafka-rest-connector-type,Kafka Connect pattern for ConnectorType,"For Kafka Connect REST 4.2.0, inspect `ConnectorType`: inspect connector type classification. Which version-pinned docs, implementation class, and neighboring tests should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.166667,0,0.333334,1,1,1,1,1,0.833333,1,0.666666,0,True,True,False,True,0,13,13,1,"{""k2_answer_with_sources"": 1}",0,1,1,0,1,1,0,1,1,0,1,1,0.666667,1,0.333333,0,1,1,0,1,1,,,0,kafka docs for Kafka Connect pattern for ConnectorType; ConnectorType source; ConnectorType neighboring test,,docs; code; test,,docs; connect,,rest,,Kafka Connect,,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/rest/entities/ConnectorType.java,,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/runtime/rest/entities/ConnectorType.java,,,
85,kafka-connect-connector,Kafka Connect pattern for Connector,"For Kafka Connect 4.2.0, inspect `Connector`: inspect the base connector contract. Which version-pinned docs, implementation class, and neighboring tests should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.25,0,0.5,1,0.933333,0.866667,1,1,0.683333,0.866667,0.5,0,True,True,False,True,0,17,17,1,"{""k2_answer_with_sources"": 1}",0,0.333333,0.333333,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,,,0,kafka docs for Kafka Connect pattern for Connector; Connector source; Connector neighboring test,Connector source; Connector neighboring test,docs; code; test,,docs; connect,,connect,,,,repo://apache/kafka@4.2/connect/api/src/main/java/org/apache/kafka/connect/connector/Connector.java,,repo://apache/kafka@4.2/connect/api/src/main/java/org/apache/kafka/connect/connector/Connector.java,,,
86,kafka-connect-source-connector,Kafka Connect pattern for SourceConnector,"For Kafka Connect 4.2.0, inspect `SourceConnector`: inspect source connector implementation responsibilities. Which version-pinned docs, implementation class, and neighboring tests should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.25,0,0.5,1,0.966667,0.933333,1,1,0.716667,0.933333,0.5,0,True,True,False,True,0,13,13,1,"{""k2_answer_with_sources"": 1}",0,0.666667,0.666667,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,,,0,kafka docs for Kafka Connect pattern for SourceConnector; SourceConnector source; SourceConnector neighboring test,SourceConnector neighboring test,docs; code; test,,docs; connect,,connect,,,,repo://apache/kafka@4.2/connect/api/src/main/java/org/apache/kafka/connect/source/SourceConnector.java,,repo://apache/kafka@4.2/connect/api/src/main/java/org/apache/kafka/connect/source/SourceConnector.java,,,
87,kafka-connect-sink-connector,Kafka Connect pattern for SinkConnector,"For Kafka Connect 4.2.0, inspect `SinkConnector`: inspect sink connector implementation responsibilities. Which version-pinned docs, implementation class, and neighboring tests should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.25,0,0.5,1,0.966667,0.933333,1,1,0.716667,0.933333,0.5,0,True,True,False,True,0,13,13,1,"{""k2_answer_with_sources"": 1}",0,0.666667,0.666667,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,,,0,kafka docs for Kafka Connect pattern for SinkConnector; SinkConnector source; SinkConnector neighboring test,SinkConnector neighboring test,docs; code; test,,docs; connect,,connect,,,,repo://apache/kafka@4.2/connect/api/src/main/java/org/apache/kafka/connect/sink/SinkConnector.java,,repo://apache/kafka@4.2/connect/api/src/main/java/org/apache/kafka/connect/sink/SinkConnector.java,,,
88,kafka-connect-transformation,Kafka Connect pattern for Transformation,"For Kafka Connect 4.2.0, inspect `Transformation`: inspect single-message transform behavior. Which version-pinned docs, implementation class, and neighboring tests should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.083333,0,0.166666,1,0.933333,0.866667,1,1,0.85,0.866667,0.833334,0,True,True,False,True,0,19,19,1,"{""k2_answer_with_sources"": 1}",0,0.333333,0.333333,0,1,1,0,1,1,0,1,1,0.333333,1,0.666667,0,1,1,0,1,1,,,0,kafka docs for Kafka Connect pattern for Transformation; Transformation source; Transformation neighboring test,Transformation source; Transformation neighboring test,docs; code; test,,docs; connect,,connect,,Kafka Connect; connector,,repo://apache/kafka@4.2/connect/api/src/main/java/org/apache/kafka/connect/transforms/Transformation.java,,repo://apache/kafka@4.2/connect/api/src/main/java/org/apache/kafka/connect/transforms/Transformation.java,,,
89,kafka-connect-header-converter,Kafka Connect pattern for HeaderConverter,"For Kafka Connect 4.2.0, inspect `HeaderConverter`: inspect header conversion behavior. Which version-pinned docs, implementation class, and neighboring tests should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.166667,0,0.333334,1,0.966667,0.933333,1,1,0.8,0.933333,0.666666,0,True,True,False,True,0,16,16,1,"{""k2_answer_with_sources"": 1}",0,0.666667,0.666667,0,1,1,0,1,1,0,1,1,0.666667,1,0.333333,0,1,1,0,1,1,,,0,kafka docs for Kafka Connect pattern for HeaderConverter; HeaderConverter source; HeaderConverter neighboring test,HeaderConverter neighboring test,docs; code; test,,docs; connect,,connect,,connector,,repo://apache/kafka@4.2/connect/api/src/main/java/org/apache/kafka/connect/storage/HeaderConverter.java,,repo://apache/kafka@4.2/connect/api/src/main/java/org/apache/kafka/connect/storage/HeaderConverter.java,,,
90,kafka-connect-converter,Kafka Connect pattern for Converter,"For Kafka Connect 4.2.0, inspect `Converter`: inspect value/key conversion behavior. Which version-pinned docs, implementation class, and neighboring tests should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.083333,0,0.166666,1,0.583333,0.666667,0.5,1,0.5,0.666667,0.333334,0,True,True,False,False,0,13,13,1,"{""k2_answer_with_sources"": 1}",0,0.333333,0.333333,0,1,1,0,1,1,0,1,1,0.333333,1,0.666667,0,0,0,0,0,0,,,0,kafka docs for Kafka Connect pattern for Converter; Converter source; Converter neighboring test,Converter source; Converter neighboring test,docs; code; test,,docs; connect,,connect,,Kafka Connect; connector,,repo://apache/kafka@4.2/connect/api/src/main/java/org/apache/kafka/connect/storage/Converter.java,repo://apache/kafka@4.2/connect/api/src/main/java/org/apache/kafka/connect/storage/Converter.java,repo://apache/kafka@4.2/connect/api/src/main/java/org/apache/kafka/connect/storage/Converter.java,repo://apache/kafka@4.2/connect/api/src/main/java/org/apache/kafka/connect/storage/Converter.java,,
91,kafka-connect-schemas,Kafka Connect pattern for Schema,"For Kafka Connect 4.2.0, inspect `Schema`: inspect Connect schema representation. Which version-pinned docs, implementation class, and neighboring tests should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.25,0,0.5,1,0.583333,0.666667,0.5,1,0.333333,0.666667,0,0,True,True,False,False,0,24,24,9,"{""k2_answer_with_sources"": 1, ""k2_search_code"": 1, ""k2_search_tests"": 7}",0,0.333333,0.333333,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,,,0,kafka docs for Kafka Connect pattern for Schema; Schema source; Schema neighboring test,Schema source; Schema neighboring test,docs; code; test,,docs; connect,,connect,,,,repo://apache/kafka@4.2/connect/api/src/main/java/org/apache/kafka/connect/data/Schema.java,repo://apache/kafka@4.2/connect/api/src/main/java/org/apache/kafka/connect/data/Schema.java,repo://apache/kafka@4.2/connect/api/src/main/java/org/apache/kafka/connect/data/Schema.java,repo://apache/kafka@4.2/connect/api/src/main/java/org/apache/kafka/connect/data/Schema.java,,
92,kafka-connect-schema-builder,Kafka Connect pattern for SchemaBuilder,"For Kafka Connect 4.2.0, inspect `SchemaBuilder`: inspect Connect schema construction behavior. Which version-pinned docs, implementation class, and neighboring tests should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.166667,0,0.333334,1,0.966667,0.933333,1,1,0.8,0.933333,0.666666,0,True,True,False,True,0,13,13,1,"{""k2_answer_with_sources"": 1}",0,0.666667,0.666667,0,1,1,0,1,1,0,1,1,0.666667,1,0.333333,0,1,1,0,1,1,,,0,kafka docs for Kafka Connect pattern for SchemaBuilder; SchemaBuilder source; SchemaBuilder neighboring test,SchemaBuilder neighboring test,docs; code; test,,docs; connect,,connect,,Kafka Connect,,repo://apache/kafka@4.2/connect/api/src/main/java/org/apache/kafka/connect/data/SchemaBuilder.java,,repo://apache/kafka@4.2/connect/api/src/main/java/org/apache/kafka/connect/data/SchemaBuilder.java,,,
93,kafka-connect-struct,Kafka Connect pattern for Struct,"For Kafka Connect 4.2.0, inspect `Struct`: inspect structured Connect data validation. Which version-pinned docs, implementation class, and neighboring tests should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.25,0,0.5,1,0.933333,0.866667,1,1,0.683333,0.866667,0.5,0,True,True,False,True,0,16,16,2,"{""k2_answer_with_sources"": 1, ""k2_search_tests"": 1}",0,0.333333,0.333333,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,,,0,kafka docs for Kafka Connect pattern for Struct; Struct source; Struct neighboring test,Struct source; Struct neighboring test,docs; code; test,,docs; connect,,connect,,,,repo://apache/kafka@4.2/connect/api/src/main/java/org/apache/kafka/connect/data/Struct.java,,repo://apache/kafka@4.2/connect/api/src/main/java/org/apache/kafka/connect/data/Struct.java,,,
94,kafka-connect-sink-record,Kafka Connect pattern for SinkRecord,"For Kafka Connect 4.2.0, inspect `SinkRecord`: inspect sink record metadata available to connectors. Which version-pinned docs, implementation class, and neighboring tests should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.25,0,0.5,1,1,1,1,1,0.75,1,0.5,0,True,True,False,True,0,13,13,1,"{""k2_answer_with_sources"": 1}",0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,,,0,kafka docs for Kafka Connect pattern for SinkRecord; SinkRecord source; SinkRecord neighboring test,,docs; code; test,,docs; connect,,connect,,,,repo://apache/kafka@4.2/connect/api/src/main/java/org/apache/kafka/connect/sink/SinkRecord.java,,repo://apache/kafka@4.2/connect/api/src/main/java/org/apache/kafka/connect/sink/SinkRecord.java,,,
95,kafka-connect-source-record,Kafka Connect pattern for SourceRecord,"For Kafka Connect 4.2.0, inspect `SourceRecord`: inspect source record construction and partition metadata. Which version-pinned docs, implementation class, and neighboring tests should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.166667,0,0.333334,1,0.966667,0.933333,1,1,0.8,0.933333,0.666666,0,True,True,False,True,0,14,14,1,"{""k2_answer_with_sources"": 1}",0,0.666667,0.666667,0,1,1,0,1,1,0,1,1,0.666667,1,0.333333,0,1,1,0,1,1,,,0,kafka docs for Kafka Connect pattern for SourceRecord; SourceRecord source; SourceRecord neighboring test,SourceRecord neighboring test,docs; code; test,,docs; connect,,connect,,Kafka Connect,,repo://apache/kafka@4.2/connect/api/src/main/java/org/apache/kafka/connect/source/SourceRecord.java,,repo://apache/kafka@4.2/connect/api/src/main/java/org/apache/kafka/connect/source/SourceRecord.java,,,
96,kafka-connect-connector-client-config-request,Kafka Connect pattern for ConnectorClientConfigRequest,"For Kafka Connect 4.2.0, inspect `ConnectorClientConfigRequest`: inspect connector client override policy inputs. Which version-pinned docs, implementation class, and neighboring tests should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.166667,0,0.333334,1,0.966667,0.933333,1,1,0.8,0.933333,0.666666,0,True,True,False,True,0,18,18,2,"{""k2_answer_with_sources"": 1, ""k2_search_tests"": 1}",0,0.666667,0.666667,0,1,1,0,1,1,0,1,1,0.666667,1,0.333333,0,1,1,0,1,1,,,0,kafka docs for Kafka Connect pattern for ConnectorClientConfigRequest; ConnectorClientConfigRequest source; ConnectorClientConfigRequest neighboring test,ConnectorClientConfigRequest neighboring test,docs; code; test,,docs; connect,,connect,,Kafka Connect,,repo://apache/kafka@4.2/connect/api/src/main/java/org/apache/kafka/connect/connector/policy/ConnectorClientConfigRequest.java,,repo://apache/kafka@4.2/connect/api/src/main/java/org/apache/kafka/connect/connector/policy/ConnectorClientConfigRequest.java,,,
97,kafka-connect-connector-client-config-override-policy,Kafka Connect pattern for ConnectorClientConfigOverridePolicy,"For Kafka Connect 4.2.0, inspect `ConnectorClientConfigOverridePolicy`: inspect connector client override validation behavior. Which version-pinned docs, implementation class, and neighboring tests should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.166667,0,0.333334,1,0.916667,1,0.833333,1,0.75,1,0.499999,0,True,True,False,True,0,18,18,1,"{""k2_answer_with_sources"": 1}",0,1,1,0,1,1,0,1,1,0,1,1,0.666667,0.666667,0,0,1,1,0,1,1,,,0,kafka docs for Kafka Connect pattern for ConnectorClientConfigOverridePolicy; ConnectorClientConfigOverridePolicy source; ConnectorClientConfigOverridePolicy neighboring test,,docs; code; test,,docs; connect,,connect,,Kafka Connect,Kafka Connect,repo://apache/kafka@4.2/connect/api/src/main/java/org/apache/kafka/connect/connector/policy/ConnectorClientConfigOverridePolicy.java,,repo://apache/kafka@4.2/connect/api/src/main/java/org/apache/kafka/connect/connector/policy/ConnectorClientConfigOverridePolicy.java,,,
98,kafka-connect-abstract-connector-client-config-override-policy,Kafka Connect pattern for AbstractConnectorClientConfigOverridePolicy,"For Kafka Connect 4.2.0, inspect `AbstractConnectorClientConfigOverridePolicy`: inspect shared connector client override policy behavior. Which version-pinned docs, implementation class, and neighboring tests should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.083333,0,0.166666,1,0.883333,0.933333,0.833333,1,0.8,0.933333,0.666667,0,True,True,False,True,0,16,16,1,"{""k2_answer_with_sources"": 1}",0,0.666667,0.666667,0,1,1,0,1,1,0,1,1,0.333333,0.666667,0.333334,0,1,1,0,1,1,,,0,kafka docs for Kafka Connect pattern for AbstractConnectorClientConfigOverridePolicy; AbstractConnectorClientConfigOverridePolicy source; AbstractConnectorClientConfigOverridePolicy neighboring test,AbstractConnectorClientConfigOverridePolicy neighboring test,docs; code; test,,docs; connect,,connect,,Kafka Connect; configuration,Kafka Connect,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/connector/policy/AbstractConnectorClientConfigOverridePolicy.java,,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/connector/policy/AbstractConnectorClientConfigOverridePolicy.java,,,
99,kafka-connect-none-connector-client-config-override-policy,Kafka Connect pattern for NoneConnectorClientConfigOverridePolicy,"For Kafka Connect 4.2.0, inspect `NoneConnectorClientConfigOverridePolicy`: inspect policy behavior when overrides are not allowed. Which version-pinned docs, implementation class, and neighboring tests should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.166667,0,0.333334,1,1,1,1,1,0.833333,1,0.666666,0,True,True,False,True,0,17,17,1,"{""k2_answer_with_sources"": 1}",0,1,1,0,1,1,0,1,1,0,1,1,0.666667,1,0.333333,0,1,1,0,1,1,,,0,kafka docs for Kafka Connect pattern for NoneConnectorClientConfigOverridePolicy; NoneConnectorClientConfigOverridePolicy source; NoneConnectorClientConfigOverridePolicy neighboring test,,docs; code; test,,docs; connect,,connect,,configuration,,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/connector/policy/NoneConnectorClientConfigOverridePolicy.java,,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/connector/policy/NoneConnectorClientConfigOverridePolicy.java,,,
100,kafka-connect-principal-connector-client-config-override-policy,Kafka Connect pattern for PrincipalConnectorClientConfigOverridePolicy,"For Kafka Connect 4.2.0, inspect `PrincipalConnectorClientConfigOverridePolicy`: inspect principal-only client override validation behavior. Which version-pinned docs, implementation class, and neighboring tests should anchor the answer?",codex_without_k2,codex_with_k2_real_mcp,0.25,0,0.5,1,1,1,1,1,0.75,1,0.5,0,True,True,False,True,0,16,16,1,"{""k2_answer_with_sources"": 1}",0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,,,0,kafka docs for Kafka Connect pattern for PrincipalConnectorClientConfigOverridePolicy; PrincipalConnectorClientConfigOverridePolicy source; PrincipalConnectorClientConfigOverridePolicy neighboring test,,docs; code; test,,docs; connect,,connect,,,,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/connector/policy/PrincipalConnectorClientConfigOverridePolicy.java,,repo://apache/kafka@4.2/connect/runtime/src/main/java/org/apache/kafka/connect/connector/policy/PrincipalConnectorClientConfigOverridePolicy.java,,,
